id,street,city,state,zip
13221,1737 51st Ave E,Fife,WA,98424
13222,620 Meridian E,Milton,WA,98354
13223,34814 Pacific Hwy S,Federal Way,WA,98003
13224,1400 Lake Tapps Way,Auburn,WA,98092
13225,3920 A St Se,Auburn,WA,98002
13226,1304 Outlet Collection Way Sw,Auburn,WA,98001
13227,702 Auburn Way S,Auburn,WA,98002-6029
13228,1531 Auburn Way N,Auburn,WA,98002-3307
13229,2302 S 320th St,Federal Way,WA,98003
13230,24 F St Sw,Quincy,WA,98848
13231,1010 Basin St Sw,Ephrata,WA,98823-2078
13232,1221 Pokegama Ave S,Grand Rapids,MN,55744-5044
13233,77 E Main St,Fort Kent,ME,04743
13234,5050 Borgen Blvd,Gig Harbor,WA,98332
13235,1236 W Meeker,Kent,WA,98032-4322
13236,10125 Se 256th St,Kent,WA,98030-6405
13237,10715 Se 240th St,Kent,WA,98031-5380
13238,22644 Pacific Hwy S,Des Moines,WA,98198-5109
13239,8320 S 212th St,Kent,WA,98032-1927
13240,27515 Pacific Hwy S,Federal Way,WA,98003
13241,Seattle-Tacoma Airport - SEA,Seattle,WA,98158
13242,10715 Se 174th Street,Renton,WA,98055
13243,16501 S Center Pky,Tukwila,WA,98188-3306
13244,17431 S 272nd St,Covington,WA,98042-4950
13245,23225 Maple Valley Hwy,Maple Valley,WA,98038-8248
13246,14120 Se Petrovitsky Rd,Renton,WA,98058-8932
13247,26924 Maple Valley Hwy,Maple Valley,WA,98038
13248,201 Valley Mall Parkway,East Wenatchee,WA,98802-5321
13249,1024 Mission St,Wenatchee,WA,98801-1517
13250,1442 E 40th St,Hibbing,MN,55746
13251,24200 Wa-3,Belfair,WA,98528-9626
13252,233 Bravo Terrace Southeast,Port Orchard,WA,98367-9375
13253,4225 Se Mile Hill Dr,Port Orchard,WA,98366-3920
13254,3426 Kitsap Way,Bremerton,WA,98312-2861
13255,1305 Nw Gilman Blvd,Issaquah,WA,98027-5308
13256,5526 E Lake Sammamish Pky,Issaquah,WA,98029-6804
13257,9304 Rainier Ave S,Seattle,WA,98118-5502
13258,73 Rainier Ave S,Renton,WA,98057-2005
13259,401 S Grady Way,Renton,WA,98057-3212
13260,15210 Pacific Hwy W,Tukwila,WA,98188-2246
13261,9610 Des Moines Memorial Dr S,Seattle,WA,98108-5032
13262,1705 Ne 44th,Renton,WA,98056
13263,6305 Martin Luther King Jr Way S,Seattle,WA,98118
13264,3209 Ne 4th,Renton,WA,98056
13265,4411 Ne Sunset Blvd,Renton,WA,98056
13266,15620 1st Ave S,Burien,WA,98148-1209
13267,13049 Se 69th Way,Newcastle,WA,98055
13268,1516 Sw 114th Street,Burien,WA,98146-3550
13269,2580 Sw Barton St,Seattle,WA,98126
13270,6546 California Ave Sw,Seattle,WA,98136-1834
13271,3003 California Ave Sw,Seattle,WA,98116-3301
13272,4056 Factoria Blvd,Bellevue,WA,98006
13273,735 Mount Si Blvd,North Bend,WA,98045-8990
13274,2324 1st St,Cheney,WA,99004
13275,820 W Cameron,Kellogg,ID,83837
13276,63880 Us Hwy 93,Ronan,MT,59864
13277,2000 14th Street Sw,Great Falls,MT,59404
13278,1710 3rd Street Nw,Great Falls,MT,59404
13279,1721 10th Avenue S,Great Falls,MT,59405
13280,1245 Paul Bunyan Dr Nw,Bemidji,MN,56601-4123
13281,520 Paul Bunyan Dr,Bemidji,MN,56601
13282,710 Iron Miner Memorial Rd,Chisholm,MN,55719
13283,1350 S 12th Ave,Virginia,MN,55792-3232
13284,10444 Silverdale Way Nw,Silverdale,WA,98383-9411
13285,2904 PAMPANA ST (Naval Base),Silverdale,WA,98315
13286,6755 Sr 303 Ne,Bremerton,WA,98311
13287,3580 Wheaton Way,Bremerton,WA,98310-3545
13288,501 High School Rd Ne,Bainbridge Island,WA,98110-1622
13289,1401 156th Ave Ne,Bellevue,WA,98004
13290,13841 Ne 20th,Bellevue,WA,98005-2012
13291,3239 156th Ave Se,Bellevue,WA,98007-6528
13292,16975 Redmond Way,Redmond,WA,98052-4448
13293,615 228th Ave Ne,Sammamish,WA,98074
13294,8515 124th Ave Ne,Kirkland,WA,98033-5857
13295,2807 78th St Se,Mercer Island,WA,98040-2818
13296,5146 25th Ave Ne,Seattle,WA,98105-4121
13297,2336 25th Ave S,Seattle,WA,98144-5337
13298,1530 3rd Ave,Seattle,WA,98101-1612
13299,"140 4th Ave N, Suite 130",Seattle,WA,98109
13300,2401 4th Ave S,Seattle,WA,98134-1925
13301,23545 Ne Novelty Hill Rd,Redmond,WA,98053-5500
13302,5400 14th Ave Nw,Seattle,WA,98107-3733
13303,9000 Holman Rd Nw,Seattle,WA,98117
13304,1250 Hwy 2,Leavenworth,WA,98826
13305,12002 W Sunset Hwy,Airway Heights,WA,99001
13306,10511 W Aero Road,Spokane,WA,99224
13307,2903 E 29th Avenue,Spokane,WA,99223
13308,4647 S Regal St,Spokane,WA,99203
13309,15 S Havana St,Spokane,WA,99202
13310,517 W Third Avenue,Spokane,WA,99204
13311,1617 North Hamilton Street,Spokane,WA,99207
13312,1818 N Monroe,Spokane,WA,99205-4528
13313,3416 N Market St,Spokane,WA,99217
13314,4436 N Division Street,Spokane,WA,99207-1503
13315,10516 E Sprague Ave,Spokane Valley,WA,99206
13316,819 N Sullivan Rd,Veradale,WA,99037
13317,2222 N Argonne Road,Spokane,WA,99212-2337
13318,3530 N Sullivan Rd,Spokane,WA,99216
13319,1306 N Liberty Lake Rd,Liberty Lake,WA,99019
13320,1325 W Riverstone Drive,Coeur D Alene,ID,83814
13321,208 Appleway Ave,Coeur D Alene,ID,83814
13322,51154 Us Hwy 93,Polson,MT,59860-9729
13323,10977 Ne State Hwy 104,Kingston,WA,98346-9405
13324,20533 Viking Ave Nw,Poulsbo,WA,98370-9442
13325,15201 Aurora Ave N,Shoreline,WA,98133-6123
13326,10124 Edmonds Way,Edmonds,WA,98020-5130
13327,20227 Ballinger Way Ne,Seattle,WA,98155-1143
13328,2147 Northgate Way,Seattle,WA,98133-9006
13329,14507 Bothell Way Ne,Shoreline,WA,98155-7605
13330,21420 Hwy 99,Edmonds,WA,98026
13331,7234 Bothell Way,Bothell,WA,98011-3518
13332,13636 100th Ave Ne,Kirkland,WA,98033
13333,22110 17th Ave Se,Bothell,WA,98021-7402
13334,12440 Ne 144th,Kirkland,WA,98034
13335,12514 116th Ave Ne,Kirkland,WA,98034-4313
13336,17223 140th Ave Ne,Woodinville,WA,98072
13337,2608 196th St Sw,Lynnwood,WA,98036
13338,19808 44th Ave W,Lynnwood,WA,98036
13339,9305 N Newport Highway,Spokane,WA,99212
13340,12802 North Sr 395,Spokane,WA,99218
13341,14118 N Newport Hwy,Mead,WA,99021
13342,6321 N Monroe St,Spokane,WA,99208
13343,2211 W Wellesley Avenue,Spokane,WA,99205
13344,8827 North Indian Trail Road,Spokane,WA,99208
13345,3820 W 5th Ave,Post Falls,ID,83854
13346,1615 E Seltice Way,Post Falls,ID,83854
13347,340 W Hanley St,Coeur D'Alene,ID,83814
13348,7120 West Main St,Rathdrum,ID,83858
13349,1550 South Central Ave,Sidney,MT,59270-5519
13350,1811 University Ave,Crookston,MN,56716
13351,17531 Hwy 99,Lynnwood,WA,98037
13352,3717 Harbour Pointe Blvd Sw,Mukilteo,WA,98275
13353,14923 Hwy 99,Lynnwood,WA,98037-2315
13354,17422 Hwy 9 Se,Snohomish,WA,98296
13355,3316 132nd St Se,Mill Creek,WA,98012-5654
13356,917 Ave D,Snohomish,WA,98290-2336
13357,16320 Bothell Everett Hwy,Mill Creek,WA,98012
13358,316 S Everett Mall Way,Everett,WA,98204-2782
13359,530 128th Street Sw,Everett,WA,98204-7310
13360,19515 State Hwy 2,Monroe,WA,98272-1535
13361,7920 Evergreen Way,Everett,WA,98203
13362,33901 State Rte 2,Sultan,WA,98294
13363,900 S Main Ave,Deer Park,WA,99006
13364,2910 32nd Ave,Grand Forks,ND,58201-6024
13365,3900 S Washington St,Grand Forks,ND,58201
13366,4340 Gateway Dr,Grand Forks,ND,58201
13367,1125 S Washington St,Grand Forks,ND,58201-5430
13368,1212 Central Ave Ne,East Grand Forks,MN,56721-1603
13369,101 S Hwy 53,Cook,MN,55723
13370,107 S 7th Ave,Sequim,WA,98382-3602
13371,2001 Everett Ave,Everett,WA,98201-3650
13372,4020 Colby Ave,Everett,WA,98201-4929
13373,6323 33rd Ave Ne,Marysville,WA,98271
13374,507 Hwy 9,Lake Stevens,WA,98258
13375,1706 E Front,Port Angeles,WA,98362-4929
13376,310 Sims Way,Port Townsend,WA,98368-1830
13377,502 W Stanley St,Granite Falls,WA,98252
13378,3529 172nd St Ne,Arlington,WA,98223-8758
13379,9720 State Ave,Marysville,WA,98270-2232
13380,10510 Quil Ceda Blvd,Marysville,WA,98271
13381,7607 Ne 204th,Arlington,WA,98223
13382,715 Hwy 97,Brewster,WA,98812
13383,422 N Newport Ave,Newport,WA,99156
13384,1110 Hwy 2 W,Kalispell,MT,59901-3410
13385,505 1st Ave N,Glasgow,MT,59230
13386,303 Hwy 2 W,Wolf Point,MT,59201
13387,2222 2nd Ave W,Williston,ND,58801-3410
13388,124 4th St Sw,Devils Lake,ND,58301
13389,1547 Us-59,Thief River Falls,MN,56701-0403
13390,26713 72nd Ave Nw,Stanwood,WA,98292-9387
13391,841 Ne Midway Blvd,Oak Harbor,WA,98277
13392,205 Bonner Mall Way,Ponderay,ID,83852-9748
13393,2065 Hwy 2 E,Kalispell,MT,59901
13394,2310 Us Highway 93 North,Kalispell,MT,59901
13395,2115 15th St. Nw,Minot,ND,58701
13396,711 S Broadway,Minot,ND,58701
13397,1400 24th Ave Sw,Minot,ND,58701-6903
13398,101 31st Ave Sw,Minot,ND,58701
13399,2200 E College Way,Mount Vernon,WA,98273-5866
13400,2034 Marketplace Dr,Burlington,WA,98233-3207
13401,901 Engh Rd,Omak,WA,98841-9473
13402,905 Louisiana Ave,Libby,MT,59923-2109
13403,6495 Hwy 93 S,Whitefish,MT,59937-8238
13404,1301 Commercial St,Anacortes,WA,98221-2139
13405,876 Nevitt Rd,Burlington,WA,98233-3441
13406,1017 Hodgin Street,Sedro Woolley,WA,98284
13407,1103 S Main,Colville,WA,99114-9503
13408,331 W 1st,Havre,MT,59501-3409
13409,601 W Main St,Cut Bank,MT,59427-2829
13410,1700 17th St,International Falls,MN,56649
13411,112 Samish Way,Bellingham,WA,98225
13412,1914 King St,Bellingham,WA,98225-4237
13413,101 W Telegraph Rd,Bellingham,WA,98226-5560
13414,2433 E Bakerview Road,Bellingham,WA,98226
13415,903 Main Street,Baudette,MN,56623
13416,1688 Main St,Ferndale,WA,98248
13417,8106 Guide Meridian Rd,Lynden,WA,98264
13418,747 Grant Ave,Blaine,WA,98230
